policy_renewal_number,policy_premium_band,customer_age,location_code,location_score,market_segment,policy_type,payment_frequency,customer_education_level,customer_occupation_sector,policy_category_two,policy_cover_level,customer_email_verified,payment_method,is_joint_policy,policy_excess,customer_home_ownership,customer_credit_one,customer_credit_two,customer_credit_three,customer_salary_band,customer_age_scaled,customer_gender,additional_customer_flag,policy_item_category,claim_flag
2,0,57,20,412,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,58,3,0,1,0
6,4,39,20,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,0,0,14,0
2,1,41,11,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,2,0,3,0
10,0,44,20,168,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,36,0,0,3,0
7,2,51,10,300,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,48,0,0,15,0
0,0,39,4,75,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,27,2,0,6,0
1,0,55,5,375,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,55,1,0,2,1
0,0,37,11,37,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,24,0,0,7,0
6,2,43,11,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,0,0,1,0
4,1,40,19,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,11,0
2,2,48,10,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,2,0,6,0
2,0,43,1,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,3,0
0,0,44,11,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,3,0,15,0
12,1,52,2,318,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,50,2,0,9,0
6,0,40,8,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,5,0
10,2,45,5,187,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,38,2,0,1,0
10,3,47,4,225,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,41,1,0,2,1
0,2,39,11,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,2,0
6,0,43,6,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,3,0,4,0
3,2,40,4,93,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,29,0,0,5,0
0,0,39,19,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,14,0
4,0,38,15,56,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,26,2,0,13,0
4,2,47,11,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,3,0,8,1
10,0,53,21,337,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,52,2,0,5,0
2,2,49,20,262,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,45,2,0,6,0
10,1,40,5,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,11,0
0,0,39,17,75,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,27,0,0,12,0
2,2,48,20,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,2,0,6,0
11,3,55,5,375,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,55,0,0,3,0
5,0,41,17,112,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,31,0,0,1,0
2,0,48,2,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,11,0
12,2,38,21,56,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,26,2,0,9,0
0,1,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,0,0,14,0
12,2,45,20,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,2,0,15,0
6,0,35,20,0,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,21,2,0,2,0
3,5,49,6,262,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,45,0,0,0,0
7,0,52,9,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,4,0
0,0,59,0,450,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,62,0,0,8,0
1,3,44,17,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,0,13,0
10,1,55,15,375,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,55,2,0,6,0
11,0,46,11,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,2,0,6,0
3,3,44,20,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,11,0
11,2,45,20,187,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,38,0,0,2,0
6,0,47,17,225,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,41,3,0,9,0
10,4,41,14,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,0,0,10,0
2,1,36,15,18,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,22,0,0,0,0
0,0,48,10,243,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,0,0
2,0,54,17,356,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,53,0,0,10,0
11,1,50,5,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,2,0,1,0
0,0,35,17,0,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,21,0,0,4,0
0,1,37,0,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,2,0,1,0
4,2,47,10,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,0,1,5,1
10,2,46,15,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,2,0,1,0
3,3,41,11,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,0,0,9,0
12,0,44,11,168,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,36,0,0,8,0
8,0,52,17,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,6,0
11,1,48,4,243,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,43,2,0,11,0
9,0,54,20,356,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,53,2,0,2,0
5,0,50,16,281,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,46,2,0,4,0
0,0,60,21,468,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,64,2,0,7,0
9,0,49,11,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,0,0,14,0
6,0,62,3,506,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,67,2,0,5,1
3,2,35,20,0,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,21,0,0,11,0
11,0,47,17,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,2,0,14,0
5,1,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,7,0
10,3,50,11,281,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,46,1,0,12,0
3,0,52,8,318,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,0,0
12,2,48,5,243,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,43,0,0,11,0
12,3,45,15,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,2,0,14,0
6,0,36,11,18,0,9,2,9,2,6,2,,0,0,350,2,174,431,431,2,22,2,0,13,0
8,0,52,4,318,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,50,2,0,8,0
5,2,40,20,93,5,10,0,8,5,7,2,,1,0,1250,3,456,654,0,4,29,0,0,0,0
10,1,56,20,393,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,57,2,0,7,0
9,0,45,19,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,1,0,12,0
1,0,50,21,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,0,0,2,0
11,3,44,5,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,12,0
11,0,54,11,356,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,53,2,0,3,0
5,1,43,11,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,12,0
0,0,41,17,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,2,0,11,0
0,0,56,17,393,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,57,1,0,15,0
3,1,43,17,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,10,0
3,6,39,14,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,0,0,15,0
2,0,47,4,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,3,0,5,0
3,2,39,15,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,3,0,4,0
9,2,44,3,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,0,6,0
8,0,39,17,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,0,0,3,0
11,1,37,20,37,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,24,2,0,0,0
7,0,50,11,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,1,0,15,0
0,1,40,11,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,12,0
11,1,50,20,281,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,46,3,0,3,0
4,3,37,11,37,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,24,2,0,4,0
1,0,50,15,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,2,0,12,0
11,0,43,20,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,2,0,5,0
1,0,47,19,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,0,0,6,0
7,0,39,11,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,7,0
0,0,47,11,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,0,0,5,0
12,3,59,10,450,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,62,3,0,0,0
4,3,43,17,150,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,34,3,0,9,0
3,2,45,11,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,2,0,7,0
2,0,38,5,56,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,26,2,0,10,0
10,0,44,20,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,1,2,1
5,0,40,21,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,3,0
7,3,49,13,262,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,45,2,0,4,0
6,0,39,20,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,0,0,3,0
0,0,49,2,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,2,0,2,0
2,1,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,3,0,14,0
6,0,48,11,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,14,0
12,0,46,20,206,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,39,2,1,2,1
8,3,40,20,93,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,8,0
10,0,36,16,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,2,1,5,1
7,0,40,15,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,2,0,12,0
11,0,40,15,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,1,0,14,0
2,0,45,15,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,2,0,11,0
6,0,42,17,131,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,33,0,0,9,0
9,3,54,11,356,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,53,2,0,14,0
0,0,46,1,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,0,0,6,0
2,0,44,10,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,1,0
5,0,50,4,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,3,0,12,0
3,2,42,20,131,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,33,2,0,10,0
6,2,54,20,356,5,3,1,9,6,4,2,,1,0,700,0,456,773,424,2,53,2,0,3,0
12,2,48,3,243,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,43,2,0,2,0
11,0,40,15,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,2,1
1,0,48,15,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,3,0
10,2,50,17,281,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,46,1,0,3,0
10,2,64,0,543,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,71,0,0,4,0
9,0,41,11,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,11,0
5,1,49,21,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,2,0,1,0
3,2,49,20,262,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,45,0,0,4,0
8,0,44,1,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,10,0
7,1,49,1,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,2,0,14,0
3,0,41,17,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,10,0
0,0,47,1,225,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,41,2,0,9,0
12,2,37,20,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,2,0,14,0
10,0,51,11,300,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,48,2,0,3,0
1,1,36,20,18,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,22,2,0,2,0
10,2,48,5,243,0,9,2,9,2,6,2,,0,0,350,2,174,431,431,2,43,2,0,10,0
11,2,49,15,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,1,0,14,0
10,3,37,20,37,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,2,0
0,0,47,1,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,0,0,15,0
12,3,39,3,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,7,0
0,2,44,17,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,0,0
7,3,45,15,187,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,38,3,0,7,0
0,1,44,21,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,11,0
4,0,47,18,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,2,0,1,0
5,2,37,20,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,10,0
10,6,47,15,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,2,0,8,0
10,0,49,19,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,2,0,14,0
11,2,36,1,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,2,0,5,0
11,1,37,20,37,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,24,2,0,5,1
10,2,47,20,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,2,0,14,0
9,0,41,15,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,0,0,14,0
10,3,38,11,56,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,26,2,0,9,0
0,2,36,20,18,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,22,3,0,15,0
2,2,35,5,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,2,0,4,0
3,0,46,15,206,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,39,3,0,4,0
12,2,48,5,243,1,4,1,5,3,1,2,,0,0,350,3,237,309,155,2,43,2,0,2,0
4,2,37,8,37,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,24,2,0,9,0
12,1,44,20,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,0,0,10,0
0,1,49,15,262,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,45,0,0,4,0
4,0,45,11,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,0,0,9,0
3,0,48,15,243,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,43,2,0,4,0
0,0,40,20,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,12,0
6,0,45,10,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,2,0,11,0
2,4,54,20,356,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,53,2,0,6,0
10,2,35,4,0,1,4,1,5,3,1,2,,0,0,350,3,237,309,155,2,21,0,0,0,0
4,1,43,15,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,6,0
3,1,52,20,318,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,50,2,0,8,0
11,2,44,10,168,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,36,0,0,1,0
12,1,44,19,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,8,0
7,0,55,9,375,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,55,0,1,5,1
0,0,42,21,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,0,0,4,0
11,0,52,4,318,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,50,0,0,14,0
5,0,59,5,450,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,62,2,0,0,0
0,1,48,20,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,0,0,9,0
1,3,48,19,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,0,0,13,0
5,3,40,11,93,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,29,0,0,12,0
4,1,52,17,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,7,0
1,0,36,15,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,2,0,10,0
5,1,38,0,56,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,26,0,0,11,0
10,2,57,20,412,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,58,2,0,5,0
11,0,42,1,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,0,0,2,1
0,0,47,15,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,2,0,4,0
10,0,50,15,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,0,0,8,1
4,2,47,15,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,2,0,6,0
2,2,44,18,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,8,1
0,0,54,21,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,0,0,11,0
11,0,35,15,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,0,0,11,0
5,0,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,11,0
2,3,56,17,393,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,57,0,0,1,0
2,0,37,5,37,1,4,1,5,3,1,2,,0,0,350,3,237,309,155,2,24,0,0,8,0
11,0,47,4,225,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,41,0,0,10,0
5,1,47,21,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,9,0
5,0,49,15,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,0,0,0,0
0,0,39,20,75,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,27,0,0,2,0
11,0,40,15,93,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,29,2,0,15,0
12,1,39,20,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,1,0,12,0
7,3,44,17,168,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,36,0,0,10,0
12,1,39,20,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,2,0,11,0
8,0,48,6,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,0,0,11,0
0,0,40,1,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,3,0,8,1
2,2,37,20,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,0,0,7,0
11,0,54,11,356,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,53,2,0,0,0
8,1,38,5,56,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,26,0,0,15,0
8,0,48,20,243,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,43,2,0,11,0
1,0,54,11,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,1,0,9,0
2,0,45,17,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,3,0
4,1,44,19,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,0,12,0
0,1,41,11,112,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,0,0
11,1,46,20,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,0,0,14,0
11,1,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,0,0
12,1,56,20,393,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,57,0,0,8,1
0,0,40,0,93,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,14,0
1,0,44,15,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,11,0
7,1,43,4,150,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,34,2,0,10,0
11,1,37,20,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,0,0,10,0
10,0,39,11,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,0,0,7,0
12,1,56,20,393,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,57,0,0,15,0
5,3,48,21,243,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,43,3,0,12,0
10,0,42,21,131,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,33,2,0,10,0
11,3,45,11,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,2,0,4,0
1,2,57,17,412,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,58,2,0,11,0
10,2,62,20,506,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,67,2,0,12,0
1,3,47,11,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,10,0
5,0,49,15,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,2,0,6,0
11,2,39,20,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,0,0,9,0
5,2,39,17,75,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,27,0,0,11,0
6,0,37,15,37,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,24,2,0,2,1
1,2,47,20,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,2,0,10,0
0,3,40,15,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,2,0,2,0
4,2,46,15,206,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,39,0,0,9,0
1,0,45,13,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,0,0
0,2,37,5,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,0,0,6,0
7,0,40,15,93,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,3,0
0,0,37,11,37,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,24,0,0,6,0
5,0,39,15,75,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,27,0,0,2,1
12,1,55,20,375,2,5,0,9,4,10,6,,1,1,1200,3,710,936,1000,3,55,2,0,9,0
10,4,52,20,318,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,50,2,0,1,0
11,3,50,5,281,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,46,2,0,0,0
10,2,43,4,150,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,34,2,0,1,0
3,2,40,11,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,0,0,10,0
1,1,41,11,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,0,0
6,0,44,15,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,6,0
11,3,37,20,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,0,0,11,0
11,1,47,11,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,0,0,14,0
10,0,40,1,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,0,0,4,0
6,0,63,16,525,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,69,0,0,0,0
7,3,42,20,131,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,33,0,1,2,1
2,3,43,20,150,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,34,0,0,15,0
12,0,48,11,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,0,0,1,0
0,1,43,4,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,0,0
1,1,50,18,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,2,0,1,0
2,0,50,10,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,0,0,0,0
5,2,61,1,487,5,3,1,9,6,4,2,,1,0,700,0,456,773,424,2,65,0,0,13,0
11,0,50,20,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,2,0,12,0
9,0,41,4,112,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,31,2,0,15,0
6,2,54,4,356,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,53,2,1,5,1
11,0,40,20,93,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,4,0
0,0,50,18,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,0,0,12,0
1,1,43,20,150,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,34,0,0,5,0
1,2,41,20,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,2,0,8,0
11,2,40,17,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,0,0,6,0
5,1,42,17,131,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,33,0,0,7,0
3,0,38,1,56,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,26,2,0,13,0
3,3,45,11,187,3,1,2,7,0,5,1,,0,0,700,3,190,0,686,0,38,0,0,10,0
10,3,54,20,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,2,0,12,0
12,2,40,3,93,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,29,2,0,10,0
4,0,40,14,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,3,0
6,1,41,20,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,2,0,15,0
